Region,Product_Category,Campaign_Type,Product_Age_Months,Product_Price,Competitor_Price_Index,Advertising_Expenditure,Discount_Percentage,Campaign_Engagement_Score,Inventory_Level,Num_Reviews,Avg_Customer_Rating,Return_Rate,Length_Product_Description,Popularity,Sales
West,Mobile,Email,6,473.28,0.95,678.98,24.87,44.02,1101,1666,4.15,2.024,321,Very High,33312.21
West,Mobile,Search Ad,12,1044.95,1.058,455.41,36.5,47.78,289,1084,4.25,3.309,341,Very High,23747.77
South,Tablet,Search Ad,5,886.71,0.958,661.82,25.02,60.89,967,376,3.92,2.425,148,High,30844.99
North,Tablet,Search Ad,8,273.6,1.104,569.13,23.88,54.16,892,625,3.98,3.291,327,High,25686.4
West,Mobile,Search Ad,19,1174.02,0.926,631.64,41.43,69.3,706,193,4.1,2.403,288,Very High,37549.8
South,Mobile,Email,7,478.08,1.171,713.17,24.98,55.24,867,1109,4.19,2.108,278,Very High,33505.05
West,Mobile,Search Ad,3,687.48,1.162,597.63,18.78,32.95,912,247,3.88,3.101,309,Moderate,12508.45
West,Tablet,Search Ad,36,375.11,0.992,651.28,33.65,24.85,809,1145,4.13,3.288,232,High,22681.82
West,Tablet,Email,27,594.35,1.092,595.76,32.02,47.68,940,500,4.04,2.601,285,Very High,23926.29
South,Mobile,Social Media,14,655.61,0.968,613.67,27.29,56.35,624,643,4.02,3.47,182,High,25734.22
South,Mobile,Email,9,1477.52,1.081,591.85,42.0,72.59,1642,220,4.12,2.648,160,Very High,31278.53
West,Mobile,Social Media,3,718.76,0.986,679.9,32.19,56.26,800,202,4.06,2.448,281,High,32976.39
South,Mobile,Email,6,307.93,0.897,526.25,25.79,44.93,822,933,3.9,3.89,244,Very High,19805.59
North,Mobile,Social Media,1,295.17,0.78,523.93,21.64,57.9,1424,388,4.17,3.172,248,High,25186.31
East,Mobile,Search Ad,2,35.92,0.979,599.75,27.59,54.55,330,577,4.05,3.685,199,Very High,25937.6
West,Tablet,Search Ad,5,1549.44,1.022,642.51,18.74,58.29,1301,239,4.14,2.538,272,High,27792.67
East,Mobile,Search Ad,1,259.06,1.106,452.77,25.1,29.93,887,753,3.97,2.116,222,Very High,19724.63
East,Mobile,Influencer,5,743.72,1.003,658.52,28.71,47.14,706,477,4.01,2.097,245,Moderate,28571.55
North,Tablet,Social Media,16,1058.01,1.08,533.13,32.95,47.73,415,253,4.0,3.029,218,Low,18898.66
East,Mobile,Email,3,1165.82,0.964,653.8,27.83,18.11,492,404,3.96,2.472,198,Moderate,21612.53
West,Mobile,Influencer,8,529.37,0.973,510.35,25.97,51.88,761,141,4.13,2.648,235,Low,23266.11
North,Mobile,Email,4,708.77,1.084,747.6,35.82,44.26,941,583,4.04,3.019,322,Very High,34862.35
East,Mobile,Influencer,2,1167.97,0.803,641.64,20.1,60.85,1041,97,3.96,2.741,219,Moderate,29941.49
West,Tablet,Influencer,31,700.81,1.001,589.22,30.69,53.82,817,667,4.14,2.251,240,High,32094.56
West,Mobile,Search Ad,2,1718.78,0.968,608.18,25.77,34.54,712,371,3.98,2.66,232,High,17777.13
East,Mobile,Influencer,17,1643.32,1.109,723.65,38.62,82.58,1248,448,4.42,2.393,208,Very High,40000.0
East,Mobile,Email,12,525.02,0.958,660.79,27.87,47.77,1635,496,4.02,2.493,324,Moderate,24888.83
South,Tablet,Social Media,3,987.72,1.041,607.78,29.23,64.91,1173,701,4.2,2.025,164,Very High,36592.46
South,Tablet,Search Ad,19,2000.0,1.074,521.9,34.09,48.58,636,319,4.07,2.477,243,Moderate,19201.89
West,Mobile,Social Media,10,1126.48,0.881,535.8,20.62,54.08,1006,302,3.73,2.807,196,High,19982.7
West,Mobile,Influencer,8,1651.84,0.989,702.25,29.11,44.22,1024,110,3.84,2.257,283,Moderate,26034.58
West,Tablet,Email,27,384.08,0.965,665.44,19.65,61.22,1205,540,3.97,2.85,256,Very High,29706.82
West,Mobile,Search Ad,7,608.05,1.076,695.78,33.52,65.28,762,170,3.81,2.532,321,High,35807.63
East,Tablet,Search Ad,13,1328.98,1.054,635.68,27.69,49.27,460,397,3.92,2.055,294,Very High,29484.01
East,Tablet,Search Ad,30,872.8,0.981,689.59,37.83,58.53,1069,510,3.84,2.807,253,High,33954.11
West,Tablet,Social Media,12,1198.55,0.916,787.36,27.76,74.4,858,653,3.93,2.782,294,High,37238.79
East,Mobile,Social Media,5,306.34,1.083,709.97,24.55,52.15,538,218,3.99,2.966,300,Low,22526.49
East,Mobile,Influencer,9,1593.64,0.995,751.82,35.62,45.39,1065,163,4.16,2.059,191,High,36532.94
West,Tablet,Email,12,488.52,0.871,524.22,24.3,34.96,1273,373,3.77,2.953,296,Low,13323.81
West,Mobile,Influencer,5,108.72,0.877,722.4,30.37,65.15,659,154,3.84,3.453,266,Moderate,33432.39
South,Mobile,Search Ad,7,1808.73,1.035,669.69,31.6,51.72,602,108,3.88,2.769,278,Low,22157.49
South,Tablet,Search Ad,8,537.38,0.898,656.87,26.11,67.16,749,564,4.02,2.651,223,Very High,34181.51
North,Tablet,Search Ad,18,114.31,1.149,696.4,22.56,38.34,937,449,3.77,3.519,195,Moderate,20806.0
East,Mobile,Social Media,8,257.07,0.925,642.34,32.65,45.37,838,201,3.85,3.222,184,High,26190.42
North,Mobile,Search Ad,21,1620.45,1.0,620.45,34.28,36.92,1189,221,3.82,2.455,40,Very Low,17066.98
East,Mobile,Influencer,3,1470.59,1.013,589.76,24.68,61.18,936,172,4.01,2.618,204,Moderate,23917.99
East,Tablet,Social Media,32,459.55,0.942,594.39,30.48,33.6,1033,804,4.03,2.992,399,High,28958.91
South,Tablet,Influencer,4,652.72,0.821,674.39,32.25,71.21,531,209,3.99,2.632,299,Moderate,32338.94
East,Mobile,Social Media,16,300.57,1.015,636.82,28.44,42.65,504,312,3.9,3.529,268,High,24673.65
North,Mobile,Email,11,1113.77,0.94,622.01,31.17,35.83,761,233,3.83,2.348,308,Low,20333.49
North,Tablet,Social Media,10,135.48,1.009,687.74,30.46,80.65,350,1055,4.14,3.114,232,Very High,38130.48
West,Mobile,Influencer,3,850.34,0.99,730.94,36.23,81.22,979,230,3.92,2.268,224,Very High,40000.0
South,Mobile,Social Media,15,247.0,1.021,608.47,27.1,54.68,275,304,4.16,2.717,230,Moderate,29837.95
North,Tablet,Influencer,8,1831.19,1.125,615.51,23.75,39.46,609,292,3.75,3.376,202,Low,14504.62
East,Mobile,Influencer,2,1453.31,0.956,705.64,21.85,86.22,777,450,3.99,2.817,207,High,32614.63
West,Tablet,Social Media,8,785.41,0.962,804.99,24.49,58.69,436,142,4.07,2.657,247,High,34234.25
South,Mobile,Email,1,51.61,0.867,604.83,20.51,45.34,771,281,3.9,2.64,252,Low,23257.96
East,Mobile,Search Ad,8,1966.22,0.984,612.58,21.03,58.47,861,563,4.1,2.497,330,High,25115.28
North,Tablet,Social Media,36,1346.8,1.033,680.5,42.0,35.02,1108,460,4.15,1.82,312,Moderate,28814.66
North,Mobile,Search Ad,4,219.31,0.961,645.48,28.36,41.83,558,801,4.1,3.093,156,Moderate,26324.35
East,Tablet,Social Media,5,189.32,1.033,658.94,21.78,53.03,844,341,3.83,2.833,230,Low,25855.56
East,Mobile,Social Media,3,327.6,0.986,725.04,25.38,59.59,1021,280,3.85,3.45,179,Moderate,32936.51
East,Mobile,Search Ad,7,1526.49,0.896,657.47,20.33,31.49,854,972,3.97,2.727,86,High,25025.35
West,Mobile,Social Media,11,1066.8,1.025,737.5,35.77,65.61,716,131,4.03,2.203,253,Moderate,33818.94
West,Mobile,Social Media,21,758.34,0.984,643.1,22.03,53.71,530,669,4.16,2.672,284,Very High,34722.84
East,Mobile,Social Media,1,583.48,1.01,741.84,30.73,81.82,1411,530,3.98,3.397,252,Very High,40000.0
South,Mobile,Social Media,19,583.54,0.955,717.38,22.23,69.67,881,456,3.97,2.6,275,Very High,30178.48
West,Mobile,Search Ad,8,1948.83,0.948,709.62,27.37,49.26,768,58,3.9,3.028,227,Low,24584.27
South,Mobile,Influencer,14,456.4,1.013,716.18,36.73,62.12,1475,416,3.97,1.935,184,High,36693.91
South,Tablet,Social Media,23,1164.05,0.982,817.73,22.47,74.44,804,283,4.2,2.674,225,Very High,39014.84
North,Tablet,Search Ad,20,1420.98,1.138,710.39,31.86,57.74,1478,432,3.99,2.458,333,High,27994.89
North,Tablet,Search Ad,15,164.01,1.064,528.66,31.84,28.04,329,596,3.96,3.084,271,Moderate,18946.86
West,Mobile,Social Media,10,629.17,1.044,641.51,32.12,83.24,791,372,4.16,2.746,154,Very High,39618.1
West,Mobile,Social Media,6,1442.89,0.986,618.57,29.43,41.37,463,311,4.13,2.474,256,High,25558.76
East,Tablet,Influencer,4,840.06,0.838,820.0,29.7,99.0,705,119,4.06,2.042,327,Very High,40000.0
South,Mobile,Search Ad,11,1720.26,0.935,730.96,26.93,59.16,823,121,4.12,3.101,295,Very High,31159.13
North,Mobile,Search Ad,3,760.88,0.948,772.3,38.2,50.35,727,609,4.22,1.988,328,Very High,40000.0
North,Tablet,Search Ad,14,2000.0,0.978,576.2,20.97,14.19,756,142,3.84,2.468,156,Very Low,8695.03
South,Tablet,Email,15,1723.68,0.997,704.05,35.01,60.74,621,234,3.91,2.758,256,High,32399.07
East,Mobile,Search Ad,5,1205.96,1.052,510.37,32.35,25.03,828,797,4.22,2.544,226,High,20176.2
East,Mobile,Search Ad,11,780.03,1.022,482.79,33.07,48.79,641,344,4.1,2.73,285,High,25247.34
East,Tablet,Search Ad,19,1880.61,1.093,602.62,36.39,75.6,1158,502,4.05,2.662,195,Very High,31839.95
South,Mobile,Social Media,4,46.02,0.975,730.0,28.5,44.2,538,158,4.01,3.545,194,Low,28672.96
West,Tablet,Email,4,794.48,1.021,516.07,23.16,48.46,802,176,3.82,2.948,248,Very Low,18646.62
West,Tablet,Email,25,559.85,1.028,588.97,29.57,33.39,394,539,4.08,2.179,191,High,24820.41
East,Tablet,Influencer,12,209.75,1.02,742.72,18.4,75.47,498,469,3.83,2.36,264,Very High,35005.45
East,Mobile,Social Media,2,580.68,1.103,688.49,29.37,58.22,649,969,4.19,2.57,122,Very High,37091.8
South,Mobile,Social Media,10,630.58,1.064,799.17,33.91,63.37,822,399,3.92,3.219,321,Moderate,31536.67
South,Tablet,Email,3,2000.0,0.894,622.27,30.08,61.28,791,24,3.76,2.38,75,High,25087.7
South,Tablet,Email,15,1761.24,0.991,581.42,31.16,52.18,419,268,3.72,2.479,304,Low,17933.86
West,Tablet,Search Ad,32,851.37,0.999,524.17,23.48,32.86,620,502,3.89,2.851,212,High,17114.61
North,Mobile,Search Ad,4,1673.78,1.172,600.38,28.41,71.36,573,90,4.08,2.763,158,Very High,27645.66
North,Mobile,Search Ad,6,444.93,0.974,514.5,22.77,22.72,560,309,3.73,3.732,259,Low,6005.44
North,Tablet,Social Media,16,891.96,0.921,483.91,22.83,49.91,1069,339,3.82,3.35,303,Moderate,12705.86
North,Tablet,Search Ad,5,1947.96,1.035,792.93,23.22,44.65,336,116,3.87,2.824,320,Moderate,23978.2
West,Tablet,Email,1,64.84,1.04,583.34,23.69,22.71,762,1016,4.08,2.77,318,Moderate,21840.03
East,Tablet,Email,36,1861.09,0.994,820.0,40.05,42.53,1232,638,4.1,2.266,195,Very High,32990.22
East,Mobile,Social Media,6,443.17,0.982,550.61,21.31,48.26,1210,197,3.96,2.988,261,Low,22028.1
North,Tablet,Social Media,9,147.62,1.076,576.94,21.98,54.82,863,238,4.08,3.455,138,Moderate,23226.36
East,Tablet,Social Media,14,458.71,0.932,556.06,23.02,63.39,735,675,4.12,2.891,253,Very High,29853.9
East,Mobile,Search Ad,17,1263.1,0.973,569.53,32.75,67.15,1074,773,4.01,2.98,269,Very High,28109.17
North,Tablet,Search Ad,9,1290.47,0.958,691.28,34.24,57.46,847,386,4.1,2.046,225,High,30496.28
South,Mobile,Influencer,22,1426.69,1.088,719.69,34.03,58.31,1273,382,3.84,2.863,134,High,28292.44
South,Mobile,Social Media,2,1470.22,1.023,710.38,21.13,69.55,821,389,4.08,2.331,211,Very High,34447.39
East,Tablet,Email,21,708.98,0.915,700.98,24.11,39.46,1030,1068,3.89,2.91,366,High,25441.51
East,Mobile,Social Media,8,1709.62,0.923,734.2,30.38,38.96,766,107,3.93,2.609,272,Low,27632.78
North,Mobile,Influencer,5,829.6,1.15,580.57,36.38,70.68,1409,654,4.2,2.789,218,Very High,32608.85
South,Mobile,Search Ad,7,150.44,1.087,554.4,37.84,65.91,813,653,4.07,2.949,238,High,31693.66
East,Mobile,Search Ad,11,1136.54,1.067,627.72,26.57,38.16,391,220,3.92,2.697,272,Moderate,20031.62
East,Mobile,Email,13,388.76,1.001,820.0,28.04,79.4,883,293,4.06,3.391,152,Very High,40000.0
West,Mobile,Search Ad,7,195.53,1.121,659.09,23.61,57.01,1082,357,4.07,3.065,155,Moderate,29426.93
East,Tablet,Email,14,1662.86,0.912,623.12,24.53,49.71,1212,217,4.21,2.523,202,Moderate,23216.45
North,Mobile,Search Ad,3,1031.93,1.06,669.56,26.12,43.89,571,40,3.99,2.923,216,Very Low,21625.06
North,Mobile,Influencer,13,1838.57,0.965,635.2,28.67,72.0,354,973,4.04,2.595,359,Very High,32365.63
East,Mobile,Influencer,19,710.28,0.98,679.62,27.01,40.49,1004,457,3.93,2.144,252,High,31753.02
North,Tablet,Search Ad,14,804.97,1.058,687.08,42.0,51.42,875,387,3.87,2.541,216,High,31107.23
East,Mobile,Social Media,4,1861.02,0.989,646.62,26.42,45.12,451,46,3.77,2.138,252,Low,15344.91
West,Tablet,Influencer,14,1565.96,0.965,616.93,33.96,42.41,644,324,3.65,2.808,122,High,18792.05
East,Tablet,Search Ad,8,720.18,0.96,602.61,24.64,58.4,657,516,3.95,2.85,192,High,25009.79
South,Tablet,Email,18,1937.46,0.841,595.06,40.91,51.83,979,256,3.79,2.841,202,High,27772.11
East,Mobile,Social Media,13,1956.03,1.061,542.46,34.54,62.7,740,245,4.0,3.138,185,Moderate,26322.3
East,Tablet,Social Media,22,615.73,0.919,575.82,34.64,50.15,614,359,3.91,3.162,325,High,25203.55
East,Mobile,Social Media,7,1812.26,1.149,536.44,28.8,63.17,893,167,3.85,2.845,289,High,20073.93
West,Tablet,Social Media,28,919.76,0.977,529.29,36.42,53.18,340,929,3.79,1.96,173,Very High,20106.78
South,Tablet,Search Ad,15,949.21,1.105,522.61,33.37,39.88,1291,296,3.89,2.962,169,High,20131.71
West,Mobile,Social Media,6,189.84,0.855,688.45,24.19,47.61,1131,120,3.72,3.076,170,Very Low,23945.22
West,Mobile,Email,10,1708.68,1.059,734.72,26.9,23.98,656,295,3.98,2.972,236,Very Low,18079.8
North,Mobile,Search Ad,16,1245.84,1.079,497.52,32.19,59.7,536,395,4.03,2.738,260,High,18910.6
North,Tablet,Influencer,9,1324.45,1.104,798.55,29.0,79.88,438,180,4.0,2.88,274,High,36001.44
North,Mobile,Search Ad,5,1670.38,0.878,539.62,33.25,84.81,1030,307,4.23,2.665,185,Very High,30599.47
North,Mobile,Social Media,15,89.39,0.944,669.72,26.54,51.38,567,231,3.96,4.015,237,Moderate,23614.75
North,Mobile,Influencer,9,493.92,1.046,674.55,20.01,49.45,788,265,4.0,2.832,245,High,23103.47
East,Tablet,Influencer,22,872.78,1.012,713.07,33.69,41.56,250,348,4.03,2.181,322,High,29305.14
North,Tablet,Social Media,17,753.79,1.023,531.32,36.03,64.64,897,317,3.94,3.067,296,Very High,24508.4
South,Tablet,Email,36,1320.54,0.971,462.06,24.65,46.34,908,527,3.92,2.555,159,Moderate,13619.76
West,Tablet,Search Ad,18,914.89,1.124,548.89,41.26,69.59,686,446,4.03,3.1,131,Very High,28444.96
North,Mobile,Influencer,5,1754.95,1.209,715.76,38.38,53.2,916,47,3.78,3.344,241,High,25852.99
West,Mobile,Influencer,2,553.59,1.008,811.73,25.21,75.06,1091,94,4.22,2.714,208,Moderate,38831.09
South,Tablet,Influencer,20,910.6,1.036,580.66,24.51,48.37,788,594,4.01,2.196,188,Very High,22614.14
North,Mobile,Search Ad,8,426.84,1.004,594.48,31.7,66.26,1086,281,3.98,3.003,201,High,26287.49
East,Mobile,Search Ad,1,1570.71,1.103,567.63,23.83,52.35,521,26,4.19,2.986,284,High,25082.93
East,Mobile,Email,3,62.98,1.066,578.01,24.7,21.86,970,151,3.74,4.032,155,Low,12152.16
West,Mobile,Social Media,9,24.69,0.915,454.08,20.04,42.5,916,504,4.15,3.067,363,Moderate,17612.82
West,Mobile,Social Media,10,1340.55,0.951,757.34,29.83,35.27,1209,95,4.0,2.554,204,Very Low,23659.63
West,Tablet,Search Ad,27,1918.29,0.919,637.13,38.69,37.54,749,483,4.09,2.174,287,Very High,26374.12
South,Mobile,Search Ad,11,1941.43,1.216,709.08,34.35,40.35,832,217,3.91,2.305,207,Low,19578.53
North,Mobile,Search Ad,6,231.46,1.051,579.52,33.67,40.33,698,579,3.98,3.245,154,High,20912.61
West,Mobile,Social Media,8,479.77,0.952,633.81,27.68,51.02,1292,573,3.96,2.923,239,Very High,29099.08
West,Tablet,Search Ad,8,1476.12,0.946,715.78,28.43,55.47,57,383,4.11,2.052,170,Very High,33925.86
West,Mobile,Email,5,1194.62,1.064,614.82,25.27,45.39,1008,156,3.98,2.954,257,Low,18390.95
South,Tablet,Social Media,15,1232.98,1.072,648.54,31.22,55.78,734,419,3.92,3.186,246,Moderate,27028.77
South,Tablet,Search Ad,17,489.5,1.064,540.25,28.33,49.72,687,530,3.93,2.92,205,Low,18033.37
West,Mobile,Search Ad,9,112.42,0.966,552.72,25.82,29.01,764,261,3.9,3.799,257,Low,15962.42
South,Tablet,Influencer,8,155.7,1.024,565.4,23.79,55.22,724,730,3.99,3.281,312,Very High,29204.47
West,Tablet,Social Media,6,2000.0,1.009,592.96,26.01,70.77,879,1205,4.3,2.568,241,Very High,29194.7
West,Tablet,Social Media,19,52.24,0.925,709.25,37.46,58.41,509,374,4.09,3.208,203,High,36851.99
South,Tablet,Social Media,23,1868.43,0.926,793.79,39.48,71.37,779,688,4.16,3.014,273,Very High,37624.61
West,Mobile,Social Media,12,207.27,1.033,512.78,34.24,56.04,962,379,4.02,3.324,275,High,26001.1
West,Mobile,Influencer,6,1609.55,1.016,710.02,38.06,75.98,583,206,3.92,2.521,230,Very High,39069.37
North,Mobile,Search Ad,12,89.16,1.044,569.55,34.26,52.12,1006,321,4.05,3.263,333,High,21237.95
West,Mobile,Influencer,7,596.47,1.063,767.88,31.65,76.57,964,221,3.77,2.963,229,Very High,39670.93
East,Tablet,Social Media,4,386.01,1.12,627.28,26.1,60.29,508,793,4.07,3.027,340,Very High,31549.26
West,Mobile,Influencer,5,1492.34,0.938,675.23,30.08,69.51,515,398,3.93,3.057,207,High,31997.79
South,Tablet,Email,28,1853.6,1.05,559.2,30.49,48.61,504,459,3.87,2.773,301,High,15190.28
West,Tablet,Influencer,10,46.64,1.06,521.48,22.6,38.87,779,550,3.91,3.46,234,High,21218.68
South,Tablet,Social Media,1,2000.0,0.975,712.88,28.16,42.9,718,327,3.94,2.87,265,High,30216.78
North,Tablet,Social Media,11,978.99,1.01,657.78,20.65,48.95,1144,259,3.95,2.431,122,High,23635.58
West,Mobile,Search Ad,10,1675.16,0.977,660.05,30.49,71.57,754,134,4.09,2.244,382,High,32147.09
North,Mobile,Influencer,11,1430.04,1.169,626.51,27.51,55.82,602,599,3.99,2.407,268,High,23845.27
South,Mobile,Email,3,1673.46,1.008,603.15,28.13,48.2,1051,463,3.97,2.643,311,Very High,23479.96
West,Mobile,Social Media,3,133.41,1.036,674.22,26.5,30.34,576,1690,3.91,3.77,163,Very High,26031.91
West,Mobile,Influencer,11,198.89,0.979,725.94,25.22,64.41,631,177,3.83,3.252,259,High,34544.93
East,Mobile,Social Media,2,1301.42,0.962,542.35,20.16,49.33,634,202,3.98,2.795,237,Low,17430.66
East,Tablet,Email,20,830.44,0.896,545.6,24.16,5.72,50,618,3.96,2.984,182,Very Low,10392.07
South,Mobile,Social Media,14,916.44,1.088,516.97,35.31,55.09,1024,453,3.96,2.552,328,High,27288.34
South,Mobile,Social Media,13,1667.95,1.061,660.8,30.05,34.85,1133,463,4.06,2.463,257,Moderate,25294.89
South,Tablet,Influencer,12,743.57,0.976,730.11,31.46,54.39,1006,225,3.8,3.158,245,Moderate,27039.91
East,Mobile,Search Ad,26,1813.24,0.928,610.59,32.73,62.73,1407,272,4.04,2.821,287,Moderate,28922.67
West,Mobile,Search Ad,30,1779.1,1.014,579.11,32.41,50.34,1297,347,3.87,2.544,195,Low,20789.0
West,Tablet,Influencer,15,2000.0,0.96,660.18,30.94,54.7,643,274,3.86,2.604,258,High,30213.54
West,Tablet,Social Media,17,716.1,0.982,808.26,26.19,54.92,1062,356,3.89,2.757,254,Low,29934.26
North,Tablet,Email,11,694.91,0.899,688.64,30.48,43.25,712,752,3.99,2.772,256,Very High,31143.8
East,Mobile,Social Media,2,486.57,1.017,677.18,26.26,58.08,736,88,4.01,3.078,312,Low,26994.57
North,Tablet,Social Media,30,723.75,1.019,649.53,42.0,43.54,521,564,4.02,2.822,222,Very High,30402.18
East,Mobile,Email,8,248.87,1.088,582.46,23.27,56.5,782,1022,4.03,2.785,215,Very High,30279.26
South,Mobile,Influencer,11,482.55,0.988,581.09,28.19,41.28,955,368,4.02,2.361,210,High,25221.98
West,Tablet,Search Ad,13,846.3,0.973,526.68,27.26,22.04,1199,236,4.09,2.695,207,Moderate,14523.64
South,Tablet,Social Media,7,961.42,0.875,583.72,21.0,63.19,951,220,3.97,2.721,316,Moderate,23982.36
North,Mobile,Search Ad,2,1068.66,1.088,540.21,34.49,41.45,636,260,3.95,2.39,244,High,20174.75
North,Mobile,Search Ad,3,715.84,1.071,560.12,28.9,47.37,557,79,3.86,3.117,311,Low,21340.43
West,Tablet,Influencer,7,777.52,1.002,651.95,15.86,64.45,905,1089,4.05,1.828,265,Very High,30171.57
East,Tablet,Influencer,18,1773.06,0.894,679.98,33.22,52.71,1002,410,4.13,2.676,194,High,30904.97
North,Mobile,Search Ad,2,1675.61,0.903,580.23,25.18,48.1,1216,325,4.11,2.032,155,Low,20624.28
North,Tablet,Search Ad,26,683.61,0.956,647.66,30.66,59.32,662,546,3.99,2.965,158,Very High,33119.78
East,Mobile,Search Ad,10,1771.47,1.077,616.85,35.68,72.27,996,967,4.16,2.445,193,Very High,34954.18
North,Mobile,Search Ad,2,264.47,1.023,615.99,23.54,40.83,1108,313,4.05,3.377,311,Low,21856.52
West,Mobile,Email,8,624.62,0.881,532.17,27.58,34.81,468,440,3.89,2.59,329,High,21630.45
East,Tablet,Email,8,1544.31,1.032,667.4,40.26,57.79,821,608,3.86,3.212,254,High,30013.28
North,Tablet,Search Ad,11,2000.0,0.933,594.21,17.71,47.57,1002,646,4.08,1.941,305,Moderate,19723.88
North,Mobile,Social Media,11,1968.21,0.958,779.98,23.55,58.07,1008,100,4.07,2.909,214,High,34487.57
West,Mobile,Email,5,1085.64,1.078,583.88,25.94,63.4,837,113,4.06,2.395,209,Moderate,22689.8
South,Mobile,Search Ad,7,1557.08,1.061,619.68,40.71,30.57,1617,123,3.85,2.886,296,Very Low,11885.95
South,Tablet,Email,27,2000.0,1.087,669.49,30.64,29.38,1300,286,4.09,2.733,258,High,21925.08
West,Tablet,Search Ad,4,522.04,0.998,669.43,28.42,29.52,743,674,3.99,2.17,293,High,31112.79
West,Tablet,Search Ad,29,1451.0,1.071,698.49,31.85,69.13,685,415,3.89,3.076,251,High,29650.72
West,Tablet,Influencer,25,940.77,0.953,805.74,34.02,74.64,943,459,3.85,2.893,225,Very High,35963.11
West,Tablet,Social Media,9,141.74,0.979,664.07,25.06,37.24,723,177,3.88,3.275,235,Moderate,26344.72
South,Mobile,Email,17,567.31,0.974,585.12,32.33,42.94,1229,1526,4.12,2.701,267,Very High,25071.1
North,Mobile,Search Ad,2,1991.89,1.002,594.45,34.8,49.29,492,474,3.95,2.729,263,High,20742.86
West,Mobile,Influencer,18,1618.29,0.897,667.9,33.44,32.86,790,414,4.17,2.823,190,High,26268.43
East,Tablet,Influencer,6,2000.0,0.982,805.72,23.9,67.56,939,446,4.07,2.436,240,High,32570.1
South,Tablet,Social Media,24,193.75,1.116,501.31,31.88,34.34,1031,748,3.86,3.541,154,Moderate,15301.64
West,Mobile,Social Media,9,662.24,0.913,557.05,41.71,64.09,431,447,3.74,3.032,226,Very High,29219.16
North,Tablet,Influencer,6,62.46,0.894,626.86,27.4,43.13,463,166,3.96,3.118,191,Moderate,23496.92
East,Mobile,Email,6,224.12,0.9,516.35,26.84,42.76,374,469,4.08,3.74,59,Moderate,26149.75
North,Mobile,Search Ad,19,1618.97,1.213,595.92,27.07,64.39,607,424,4.24,2.64,385,Very High,24462.03
East,Tablet,Social Media,14,1033.65,1.037,775.24,32.64,74.85,370,569,4.03,2.697,200,High,38489.4
North,Tablet,Email,10,1963.81,0.978,597.36,32.66,51.78,896,300,4.17,2.732,190,Moderate,27524.5
North,Tablet,Social Media,16,23.47,1.005,641.45,27.94,53.79,806,1109,3.91,3.176,349,Very High,30180.71
North,Mobile,Social Media,9,552.63,1.018,487.5,30.19,29.05,815,424,3.88,3.154,175,Moderate,18129.93
East,Mobile,Search Ad,2,1250.99,0.949,532.33,42.0,43.17,868,223,3.81,2.776,158,Low,19448.87
West,Tablet,Influencer,21,377.01,0.959,725.91,31.56,60.72,1086,810,4.15,3.332,235,Very High,40000.0
East,Mobile,Social Media,16,506.61,0.987,752.59,37.08,58.54,558,366,3.84,2.388,217,Very High,37821.66
West,Mobile,Influencer,13,273.78,0.942,666.74,27.67,39.98,300,302,3.99,2.528,208,Low,28477.88
South,Tablet,Email,27,1470.74,0.968,585.87,30.7,49.77,946,480,3.83,2.91,191,High,22232.06
