ApplicationID,Age,Gender,MaritalStatus,Dependents,EducationLevel,State,ResidenceType,YearsAtCurrentResidence,EmploymentType,Employed,EmploymentLengthYears,AnnualIncome,IncomeVerified,CreditScore,CreditHistoryMonths,ExistingLoanAccounts,ExistingCreditCards,TotalMonthlyDebtPayment,DebtToIncomeRatio,RevolvingUtilization,PriorDefault,BankruptcyLast7Years,EnquiriesLast6Months,Approval
LHB-2400985,48,Male,Married,2,High School,AL,Rent,22.0,Salaried-Private,1,3.0,29.9,1,715,275,1,4,1055.0,0.423,0.242,0,0,2,Yes
LHB-2400121,42,Female,Married,3,Associate Degree,CA,Rent,7.0,Salaried-Government,1,1.0,56.1,1,619,226,2,4,2201.0,0.471,0.349,0,0,0,No
LHB-2401126,61,Male,Married,4,High School,SC,Rent,6.0,Unemployed,0,0.0,12.0,1,688,403,3,6,1616.0,0.852,0.528,0,0,1,No
LHB-2400140,45,Female,Single,1,Master's,TX,Rent,8.0,Self-Employed,1,1.0,124.9,0,687,271,2,4,2532.0,0.243,0.411,0,0,1,Yes
LHB-2406177,40,Female,Married,2,Bachelor's,MD,Own (with mortgage),5.0,Salaried-Private,1,7.0,83.3,1,621,182,5,3,3136.0,0.452,0.517,0,0,1,No
LHB-2402916,59,Male,Single,0,Bachelor's,KS,Own (with mortgage),2.0,Self-Employed,1,2.0,147.2,1,785,342,0,3,2293.0,0.116,0.25,0,0,2,Yes
LHB-2403371,22,Male,Widowed,2,Bachelor's,PA,Own (with mortgage),1.0,Student,0,0.0,20.4,1,604,40,1,3,882.0,0.519,0.193,0,0,2,No
LHB-2407096,24,Male,Married,4,High School,NM,Own (with mortgage),3.0,Self-Employed,1,2.0,50.0,0,604,49,3,1,1467.0,0.352,0.226,0,0,3,Yes
LHB-2406432,38,Female,Married,2,Master's,GA,Live with Family,6.0,Salaried-Private,1,12.0,122.3,1,689,197,5,2,3341.0,0.328,0.415,0,0,2,Yes
LHB-2403983,24,Male,Single,0,High School,AZ,Rent,1.0,Salaried-Private,1,2.0,28.8,1,559,73,5,3,2397.0,0.852,0.441,0,0,0,No
LHB-2402173,25,Male,Single,0,Bachelor's,TX,Own (outright),13.0,Unemployed,0,0.0,12.0,1,672,48,1,3,803.0,0.803,0.475,0,0,2,No
LHB-2405206,22,Male,Married,0,Bachelor's,OK,Rent,7.0,Salaried-Private,1,1.0,64.0,1,583,20,1,5,1891.0,0.355,0.383,0,0,3,No
LHB-2405284,44,Female,Single,0,Bachelor's,GA,Own (with mortgage),7.0,Salaried-Government,1,8.0,37.6,1,607,234,1,2,884.0,0.282,0.679,0,0,2,No
LHB-2400412,32,Female,Single,0,Master's,PA,Own (with mortgage),1.0,Salaried-Private,1,10.0,116.8,1,733,143,0,3,1381.0,0.142,0.086,0,0,1,Yes
LHB-2403611,31,Female,Single,0,High School,IN,Own (with mortgage),2.0,Salaried-Government,1,1.0,27.3,1,582,151,1,1,802.0,0.353,0.433,0,0,1,No
LHB-2406248,62,Male,Married,3,High School,NJ,Own (with mortgage),2.0,Retired,0,0.0,24.1,1,588,413,3,1,1611.0,0.802,0.059,0,0,3,No
LHB-2406140,60,Male,Married,5,Bachelor's,MT,Own (with mortgage),7.0,Salaried-Government,1,0.0,104.0,1,686,358,1,1,903.0,0.104,0.355,0,0,0,Yes
LHB-2400244,66,Male,Single,0,Bachelor's,AR,Own (with mortgage),10.0,Unemployed,0,0.0,16.4,1,647,451,2,2,1203.0,0.852,0.285,0,0,1,No
LHB-2403016,32,Female,Single,0,Bachelor's,WI,Own (with mortgage),3.0,Salaried-Government,1,5.0,62.4,0,673,145,3,4,2456.0,0.385,0.244,0,0,5,Yes
LHB-2406354,59,Male,Married,2,Associate Degree,TX,Rent,4.0,Salaried-Private,1,2.0,65.4,1,549,350,0,3,936.0,0.172,0.106,0,1,2,No
LHB-2407956,38,Male,Single,0,Bachelor's,HI,Own (with mortgage),6.0,Salaried-Private,1,1.0,66.3,1,505,166,1,2,886.0,0.16,0.457,0,0,0,No
LHB-2406868,23,Male,Married,0,High School,WV,Own (with mortgage),7.0,Salaried-Private,1,1.0,22.4,1,633,24,2,2,1564.0,0.838,0.431,0,0,4,No
LHB-2400102,36,Male,Widowed,2,Associate Degree,FL,Rent,6.0,Salaried-Private,1,5.0,27.8,1,603,196,0,2,583.0,0.252,0.143,0,0,0,Yes
LHB-2403086,26,Female,Married,3,High School,WV,Own (outright),4.0,Salaried-Government,1,0.0,21.7,1,559,65,0,2,355.0,0.196,0.163,0,0,2,No
LHB-2401797,38,Male,Married,2,Bachelor's,TN,Rent,6.0,Salaried-Private,1,2.0,67.1,1,566,181,1,1,1100.0,0.197,0.127,0,0,0,Yes
LHB-2407993,23,Female,Divorced,0,Bachelor's,VA,Own (outright),1.0,Student,0,0.0,12.0,1,685,62,1,5,752.0,0.752,0.6833,0,0,5,No
LHB-2404741,39,Male,Single,0,High School,NC,Live with Family,4.0,Salaried-Government,1,7.0,34.1,1,664,175,0,2,485.0,0.171,0.0,0,0,1,Yes
LHB-2406353,33,Male,Divorced,2,Bachelor's,FL,Own (with mortgage),6.0,Self-Employed,1,1.0,40.8,0,556,153,3,2,1721.0,0.506,0.04,0,0,6,No
LHB-2401263,35,Female,Married,2,High School,MD,Own (with mortgage),2.0,Salaried-Private,1,6.0,41.7,1,591,166,0,1,486.0,0.14,0.316,0,0,1,Yes
LHB-2403439,63,Male,Married,1,Master's,KY,Own (with mortgage),14.0,Retired,0,0.0,44.5,1,613,408,1,2,1210.0,0.326,0.169,1,0,1,No
LHB-2407053,64,Female,Single,0,Doctorate,TX,Own (with mortgage),4.0,Salaried-Private,1,0.0,147.2,1,606,415,0,4,2187.0,0.145,0.462,0,0,1,Yes
LHB-2401197,29,Female,Married,0,Bachelor's,NJ,Own (with mortgage),2.0,Contract,1,7.0,86.2,1,637,80,0,1,244.0,0.034,0.6833,0,0,1,No
LHB-2403769,49,Male,Single,0,High School,VA,Own (outright),2.0,Unemployed,0,0.0,12.0,1,671,261,1,4,1300.0,0.852,0.34,0,0,1,No
LHB-2403028,30,Male,Married,2,Associate Degree,MS,Own (with mortgage),1.0,Salaried-Private,1,8.0,61.7,1,542,82,1,3,1183.0,0.23,0.6833,0,0,0,No
LHB-2402198,37,Female,Divorced,1,Bachelor's,MA,Own (with mortgage),7.0,Salaried-Private,1,10.0,122.6,1,611,130,2,3,3102.0,0.304,0.133,0,0,0,Yes
LHB-2405617,39,Female,Married,6,Bachelor's,CT,Rent,3.0,Unemployed,0,0.0,12.0,1,571,174,1,3,854.0,0.852,0.283,1,0,0,No
LHB-2405447,40,Male,Married,1,Bachelor's,NC,Rent,7.0,Salaried-Government,1,15.0,106.4,1,662,230,0,5,1982.0,0.224,0.382,0,0,0,Yes
LHB-2407157,43,Female,Single,0,High School,MS,Own (with mortgage),5.0,Unemployed,0,0.0,12.0,1,652,189,1,3,808.0,0.808,0.169,0,0,2,No
LHB-2401665,32,Male,Divorced,0,High School,TN,Live with Family,7.0,Salaried-Government,1,0.0,36.3,1,647,100,0,4,655.0,0.217,0.338,0,0,5,Yes
LHB-2406116,24,Male,Divorced,2,Master's,TX,Own (with mortgage),1.0,Contract,1,2.0,62.5,1,628,108,2,3,1737.0,0.334,0.445,0,0,0,No
LHB-2404870,26,Male,Married,2,Doctorate,DC,Rent,10.0,Salaried-Government,1,3.0,42.9,1,576,75,0,6,1364.0,0.382,0.22,1,0,1,No
LHB-2402481,29,Male,Married,0,Doctorate,SC,Own (with mortgage),1.0,Self-Employed,1,2.0,147.2,0,804,75,4,1,2250.0,0.175,0.221,0,0,1,Yes
LHB-2401115,41,Male,Married,4,Bachelor's,NC,Own (outright),1.0,Unemployed,0,0.0,21.5,0,584,202,2,1,1135.0,0.633,0.338,1,0,0,No
LHB-2401257,40,Female,Divorced,1,Bachelor's,WV,Live with Family,3.0,Contract,1,0.0,61.8,1,616,208,2,1,1945.0,0.378,0.347,0,0,0,No
LHB-2401791,40,Female,Single,0,Master's,TN,Own (outright),3.0,Contract,1,1.0,147.2,1,605,162,2,1,2520.0,0.146,0.258,0,0,1,Yes
LHB-2403331,40,Male,Single,0,Bachelor's,WA,Live with Family,6.0,Salaried-Government,1,0.0,147.2,1,710,186,2,1,2645.0,0.191,0.6833,0,0,2,Yes
LHB-2407548,49,Female,Single,0,Associate Degree,NC,Live with Family,2.0,Salaried-Private,1,4.0,73.1,1,621,314,3,1,1290.0,0.212,0.405,0,0,0,Yes
LHB-2404375,18,Female,Married,2,Master's,SC,Own (with mortgage),8.0,Student,0,0.0,12.0,1,547,0,1,2,762.0,0.762,0.6833,0,0,0,No
LHB-2404896,47,Female,Widowed,0,Bachelor's,WV,Live with Family,7.0,Salaried-Government,1,1.0,68.9,1,737,236,2,5,2053.0,0.358,0.311,0,0,1,Yes
LHB-2400351,50,Female,Single,0,High School,RI,Own (with mortgage),6.0,Salaried-Government,1,9.0,47.5,1,579,268,4,0,1110.0,0.28,0.475,0,0,2,No
LHB-2402855,59,Male,Married,2,High School,KY,Rent,7.0,Self-Employed,1,0.0,66.0,1,680,398,1,3,1530.0,0.278,0.187,0,0,1,Yes
LHB-2405531,47,Male,Married,0,High School,UT,Own (with mortgage),2.0,Self-Employed,1,5.0,58.2,1,613,251,1,3,984.0,0.203,0.633,0,0,4,Yes
LHB-2404825,32,Female,Married,2,High School,DC,Own (with mortgage),4.0,Salaried-Private,1,2.0,41.8,0,521,124,1,2,980.0,0.281,0.331,0,0,1,No
LHB-2405200,43,Female,Single,1,Bachelor's,NC,Own (with mortgage),2.0,Salaried-Private,1,13.0,56.2,0,546,245,1,3,1374.0,0.293,0.12,0,0,1,No
LHB-2401354,63,Male,Single,0,Master's,IA,Own (with mortgage),5.0,Retired,0,0.0,49.7,1,581,407,5,2,2277.0,0.55,0.394,0,0,0,No
LHB-2402518,47,Male,Married,3,Master's,PA,Own (with mortgage),3.0,Contract,1,10.0,82.6,1,570,280,1,1,942.0,0.137,0.354,1,0,1,No
LHB-2404588,20,Male,Married,2,Associate Degree,KY,Own (outright),5.0,Contract,1,1.0,71.0,1,554,72,1,6,1135.0,0.192,0.6833,0,0,0,No
LHB-2402717,42,Female,Widowed,3,Bachelor's,AL,Own (outright),2.0,Salaried-Private,1,11.0,38.4,0,536,254,0,4,733.0,0.229,0.429,1,0,3,No
LHB-2401441,44,Female,Single,0,High School,AL,Own (with mortgage),8.0,Salaried-Private,1,0.0,40.9,1,527,258,3,3,1798.0,0.528,0.61,0,0,0,No
LHB-2403571,49,Female,Single,0,Bachelor's,WV,Rent,3.0,Salaried-Private,1,7.0,136.0,1,710,256,0,1,544.0,0.048,0.232,0,0,2,Yes
LHB-2406370,47,Female,Single,0,Bachelor's,MS,Live with Family,6.0,Salaried-Government,1,3.0,78.2,1,674,257,2,2,1697.0,0.26,0.017,0,0,0,Yes
LHB-2407506,18,Female,Single,0,Bachelor's,AL,Rent,4.0,Student,0,0.0,12.0,1,476,33,2,4,1401.0,0.852,0.316,0,0,2,No
LHB-2400232,44,Male,Single,0,High School,WV,Own (with mortgage),2.0,Salaried-Private,1,2.0,46.8,1,677,233,1,4,738.0,0.189,0.244,0,0,1,Yes
LHB-2403077,19,Female,Married,2,Bachelor's,OH,Own (outright),1.0,Salaried-Private,1,1.0,73.1,1,491,4,0,2,1122.0,0.184,0.0,0,0,2,No
LHB-2405340,42,Male,Single,0,Master's,TN,Own (outright),5.0,Salaried-Government,1,2.0,103.7,0,678,220,0,1,447.0,0.052,0.222,0,0,0,Yes
LHB-2407626,44,Male,Married,0,Bachelor's,FL,Rent,5.0,Salaried-Private,1,0.0,96.6,1,681,215,2,2,1597.0,0.198,0.0,0,0,3,Yes
LHB-2403060,54,Male,Single,0,Bachelor's,TX,Own (with mortgage),18.0,Salaried-Government,1,24.0,89.0,1,585,366,2,3,1888.0,0.255,0.111,0,0,0,Yes
LHB-2400521,29,Male,Married,3,Master's,NM,Live with Family,6.0,Salaried-Private,1,1.0,58.5,0,613,104,0,3,541.0,0.111,0.386,0,0,3,Yes
LHB-2407322,58,Female,Single,0,Master's,KY,Own (outright),5.0,Salaried-Private,1,4.0,101.4,0,712,357,0,2,1035.0,0.122,0.0,0,0,3,Yes
LHB-2406547,60,Female,Divorced,2,Doctorate,SC,Own (with mortgage),8.0,Salaried-Government,1,2.0,112.7,1,797,349,0,0,641.0,0.068,0.253,0,0,1,Yes
LHB-2406337,24,Female,Married,5,Bachelor's,TX,Live with Family,8.0,Unemployed,0,0.0,22.3,1,595,56,5,1,1239.0,0.667,0.631,0,0,1,No
LHB-2401511,47,Female,Married,0,Associate Degree,KY,Own (outright),7.0,Salaried-Government,1,0.0,41.9,1,677,244,1,1,1133.0,0.324,0.19,0,0,2,Yes
LHB-2403221,41,Female,Married,2,High School,FL,Own (with mortgage),16.0,Salaried-Private,1,10.0,83.8,1,613,190,0,5,1248.0,0.179,0.181,0,0,2,Yes
LHB-2400522,56,Male,Single,0,Master's,PA,Rent,3.0,Unemployed,0,0.0,18.4,1,766,339,2,2,1134.0,0.74,0.669,0,0,0,No
LHB-2400805,53,Female,Married,5,High School,TX,Own (with mortgage),6.0,Contract,1,4.0,59.7,1,540,334,0,4,695.0,0.14,0.382,1,0,0,No
LHB-2402940,60,Female,Married,5,Associate Degree,WV,Live with Family,2.0,Salaried-Government,1,4.0,53.7,1,602,421,2,3,1653.0,0.369,0.108,0,0,2,Yes
LHB-2406610,18,Female,Single,1,Master's,DC,Rent,3.0,Student,0,0.0,14.1,1,593,0,4,1,2376.0,0.852,0.677,0,0,2,No
LHB-2404195,30,Male,Married,4,High School,GA,Own (with mortgage),19.0,Salaried-Private,1,8.0,48.2,1,477,95,0,2,650.0,0.162,0.175,0,0,3,No
LHB-2405620,70,Female,Divorced,3,Bachelor's,MN,Own (with mortgage),4.0,Salaried-Private,1,3.0,57.6,0,666,501,5,1,2056.0,0.852,0.613,0,0,1,No
LHB-2407953,44,Male,Single,0,Bachelor's,MA,Live with Family,5.0,Contract,1,0.0,34.3,1,519,216,2,1,869.0,0.304,0.165,0,0,2,No
LHB-2400991,58,Female,Single,0,High School,MD,Rent,9.0,Contract,1,10.0,37.9,1,603,325,3,5,1798.0,0.569,0.289,1,0,2,No
LHB-2405615,35,Male,Married,2,Associate Degree,NJ,Rent,8.0,Salaried-Private,1,5.0,54.0,1,539,179,0,1,467.0,0.104,0.491,1,0,0,No
LHB-2404101,42,Others,Single,0,Bachelor's,AL,Own (with mortgage),7.0,Unemployed,0,0.0,16.1,1,553,227,2,1,489.0,0.364,0.644,0,0,1,No
LHB-2405282,28,Female,Single,0,Bachelor's,NC,Rent,1.0,Salaried-Private,1,2.0,68.4,1,602,43,2,2,2253.0,0.395,0.428,0,0,2,No
LHB-2404289,45,Female,Married,1,Master's,NC,Own (with mortgage),2.0,Salaried-Government,1,2.0,147.2,1,710,271,0,2,1414.0,0.114,0.243,0,0,3,Yes
LHB-2400134,22,Male,Single,0,High School,MD,Own (with mortgage),1.0,Contract,1,1.0,32.6,1,580,67,1,5,1627.0,0.599,0.397,0,0,1,No
LHB-2407700,34,Female,Married,0,Bachelor's,AL,Live with Family,7.0,Salaried-Private,1,12.0,86.1,1,619,151,1,2,1477.0,0.206,0.0,0,0,3,Yes
LHB-2403642,39,Female,Married,3,Associate Degree,MS,Own (with mortgage),2.0,Salaried-Private,1,2.0,54.0,0,612,217,2,4,2026.0,0.45,0.449,0,0,2,No
LHB-2406661,69,Female,Single,0,Bachelor's,KY,Rent,14.0,Salaried-Private,1,0.0,75.3,1,751,412,1,4,1318.0,0.21,0.6833,0,0,0,Yes
LHB-2405186,47,Male,Married,4,Master's,SC,Rent,9.0,Salaried-Private,1,20.0,120.5,1,632,261,3,1,1989.0,0.198,0.076,0,0,2,Yes
LHB-2404124,49,Female,Single,0,High School,KY,Own (with mortgage),2.0,Salaried-Private,1,2.0,96.1,1,673,289,0,2,1751.0,0.219,0.255,0,0,0,Yes
LHB-2407089,39,Male,Single,1,Bachelor's,NC,Live with Family,2.0,Unemployed,0,0.0,12.3,1,680,236,2,1,1105.0,0.852,0.599,0,0,0,No
LHB-2402908,26,Female,Married,3,Master's,MA,Rent,3.0,Salaried-Private,1,4.0,111.0,1,547,58,0,4,883.0,0.095,0.278,0,0,5,Yes
LHB-2402441,47,Female,Married,3,High School,SC,Own (with mortgage),2.0,Salaried-Private,1,1.0,93.2,1,626,272,4,2,2646.0,0.341,0.142,0,0,3,Yes
LHB-2400743,18,Male,Married,3,Bachelor's,DC,Rent,11.0,Salaried-Private,1,1.0,63.3,1,699,0,1,2,843.0,0.16,0.188,0,0,0,Yes
LHB-2405162,59,Male,Married,2,Bachelor's,KY,Own (with mortgage),4.0,Salaried-Government,1,4.0,83.8,0,632,363,2,2,1760.0,0.252,0.0,0,0,0,Yes
LHB-2402606,28,Male,Single,0,High School,NJ,Own (with mortgage),5.0,Salaried-Private,1,0.0,61.2,1,364,104,1,1,1260.0,0.247,0.505,1,1,1,No
LHB-2406335,18,Male,Married,5,Associate Degree,NC,Rent,5.0,Student,0,0.0,12.0,1,491,0,1,2,594.0,0.594,0.464,0,0,0,No
LHB-2405363,36,Female,Married,2,High School,OH,Rent,24.0,Salaried-Private,1,14.0,60.6,1,689,159,0,1,918.0,0.182,0.081,0,0,4,Yes
LHB-2403293,47,Male,Single,0,High School,DC,Own (with mortgage),2.0,Salaried-Private,1,3.0,29.4,1,643,273,1,1,558.0,0.228,0.176,0,0,2,Yes
LHB-2404780,36,Male,Married,2,Bachelor's,PA,Rent,2.0,Salaried-Private,1,5.0,66.3,1,540,168,0,1,693.0,0.125,0.358,0,0,1,No
LHB-2404292,30,Male,Single,0,Bachelor's,CA,Own (outright),1.0,Salaried-Private,1,8.0,34.8,1,609,78,0,5,631.0,0.218,0.316,0,0,1,No
LHB-2400101,56,Female,Single,0,Bachelor's,MT,Own (with mortgage),6.0,Salaried-Government,1,4.0,79.1,1,605,337,5,4,3005.0,0.456,0.278,0,0,4,No
LHB-2402421,37,Male,Single,0,High School,NH,Own (with mortgage),2.0,Self-Employed,1,4.0,31.8,0,598,191,0,2,735.0,0.277,0.369,0,0,1,No
LHB-2401849,48,Male,Divorced,1,Bachelor's,TX,Own (outright),4.0,Salaried-Private,1,1.0,122.4,1,670,283,0,2,1859.0,0.182,0.106,0,0,4,Yes
LHB-2402520,37,Male,Divorced,0,Bachelor's,FL,Rent,3.0,Salaried-Private,1,2.0,94.7,1,612,171,1,1,1840.0,0.233,0.282,0,0,1,Yes
LHB-2403170,53,Female,Divorced,1,High School,KS,Own (outright),3.0,Salaried-Government,1,1.0,47.9,1,674,322,0,0,380.0,0.095,0.354,0,0,5,Yes
LHB-2405374,41,Female,Divorced,1,High School,TN,Rent,2.0,Salaried-Private,1,2.0,54.7,1,718,254,1,5,1971.0,0.432,0.226,0,0,2,Yes
LHB-2401740,35,Male,Married,1,High School,SC,Live with Family,5.0,Salaried-Private,1,1.0,66.2,1,554,169,0,1,913.0,0.165,0.207,0,0,4,No
LHB-2400407,50,Male,Single,0,Bachelor's,NC,Own (with mortgage),4.0,Contract,1,3.0,47.5,1,582,313,1,4,1652.0,0.417,0.45,1,0,2,No
LHB-2404850,36,Female,Married,5,Associate Degree,MO,Own (with mortgage),5.0,Salaried-Private,1,1.0,52.7,1,640,219,1,2,1329.0,0.303,0.371,0,0,1,Yes
LHB-2403532,56,Female,Single,0,Associate Degree,VA,Own (with mortgage),2.0,Salaried-Private,1,0.0,63.9,1,749,335,0,1,572.0,0.107,0.212,0,0,1,Yes
LHB-2403487,43,Female,Married,3,High School,MD,Own (with mortgage),5.0,Salaried-Government,1,3.0,37.3,1,537,252,0,3,604.0,0.194,0.301,0,0,0,No
LHB-2404683,33,Female,Married,3,Associate Degree,AL,Own (with mortgage),3.0,Salaried-Private,1,11.0,46.5,1,659,103,3,2,1623.0,0.419,0.536,0,0,2,Yes
LHB-2402973,33,Female,Married,2,High School,MD,Own (with mortgage),1.0,Salaried-Private,1,4.0,44.0,1,642,118,4,2,2909.0,0.793,0.347,0,0,0,No
LHB-2406539,36,Female,Widowed,0,High School,WV,Own (outright),6.0,Self-Employed,1,14.0,111.5,1,640,232,3,3,1686.0,0.181,0.171,0,0,0,Yes
LHB-2400578,37,Female,Single,0,Bachelor's,MS,Own (with mortgage),3.0,Salaried-Government,1,7.0,112.5,1,702,152,1,2,955.0,0.102,0.299,0,0,6,Yes
LHB-2407877,46,Male,Single,3,Master's,MD,Rent,3.0,Salaried-Private,1,4.0,115.8,1,598,234,1,1,744.0,0.242,0.0,0,0,2,No
LHB-2402830,29,Female,Married,4,Master's,DC,Own (with mortgage),5.0,Contract,1,3.0,40.8,1,672,104,2,1,1354.0,0.398,0.637,0,0,1,No
LHB-2403637,56,Female,Married,4,Bachelor's,KY,Rent,2.0,Self-Employed,1,2.0,73.0,0,638,314,0,3,1171.0,0.192,0.318,0,0,0,No
LHB-2402852,56,Male,Single,0,Bachelor's,VA,Live with Family,8.0,Salaried-Private,1,5.0,120.7,1,767,321,2,6,2863.0,0.285,0.419,0,0,2,Yes
LHB-2404061,53,Female,Married,3,Associate Degree,WA,Own (with mortgage),5.0,Contract,1,12.0,40.8,0,598,315,0,4,526.0,0.155,0.319,0,0,0,Yes
LHB-2405602,48,Male,Married,2,Associate Degree,PA,Own (with mortgage),5.0,Salaried-Private,1,1.0,46.3,1,557,285,0,1,318.0,0.082,0.378,0,0,3,No
LHB-2400246,27,Male,Divorced,0,Bachelor's,MD,Own (with mortgage),6.0,Salaried-Government,1,5.0,96.9,1,658,79,4,3,3297.0,0.408,0.436,0,0,0,Yes
LHB-2405817,37,Female,Married,3,Bachelor's,NC,Own (outright),3.0,Salaried-Government,1,1.0,81.9,1,684,167,1,1,875.0,0.128,0.0,0,0,1,Yes
LHB-2405121,23,Male,Single,0,Bachelor's,VA,Own (with mortgage),5.0,Salaried-Private,1,1.0,72.7,1,696,34,0,1,1059.0,0.175,0.171,0,0,1,Yes
LHB-2404521,44,Female,Married,1,Bachelor's,MS,Own (outright),15.0,Salaried-Private,1,2.0,52.3,1,432,211,0,2,456.0,0.105,0.452,1,1,0,No
LHB-2404275,35,Female,Married,1,High School,GA,Rent,7.0,Salaried-Private,1,2.0,33.8,1,593,158,2,2,1756.0,0.623,0.287,0,0,2,No
LHB-2400852,51,Male,Divorced,1,Master's,PA,Rent,7.0,Salaried-Private,1,8.0,147.2,1,660,315,1,5,2725.0,0.219,0.304,0,0,1,Yes
LHB-2407931,20,Female,Single,0,Bachelor's,ME,Live with Family,4.0,Contract,1,2.0,36.1,1,424,12,1,2,769.0,0.256,0.44,1,0,0,No
LHB-2402510,33,Female,Married,6,Bachelor's,MI,Own (with mortgage),7.0,Salaried-Private,1,2.0,56.2,0,659,160,0,3,979.0,0.209,0.411,0,0,3,Yes
LHB-2406743,58,Female,Married,2,High School,FL,Own (with mortgage),5.0,Salaried-Private,1,8.0,68.4,0,602,339,1,1,1233.0,0.216,0.274,0,0,1,Yes
LHB-2404629,28,Female,Married,4,High School,NJ,Own (with mortgage),8.0,Salaried-Private,1,6.0,30.5,1,503,51,3,5,2699.0,0.852,0.613,0,0,0,No
LHB-2401966,43,Female,Married,2,Master's,WV,Live with Family,7.0,Self-Employed,1,17.0,147.2,0,724,236,0,1,779.0,0.062,0.112,0,0,1,Yes
LHB-2405880,54,Male,Married,4,High School,MS,Rent,7.0,Contract,1,3.0,39.5,1,664,331,5,5,2961.0,0.852,0.581,0,0,1,No
LHB-2400276,31,Female,Married,3,Associate Degree,PA,Rent,2.0,Salaried-Private,1,1.0,103.1,1,634,143,1,5,1642.0,0.191,0.268,0,0,1,Yes
LHB-2400451,44,Female,Married,1,High School,FL,Rent,6.0,Salaried-Private,1,8.0,79.4,1,671,223,3,1,1250.0,0.189,0.154,0,0,2,Yes
LHB-2400780,39,Male,Single,1,Bachelor's,UT,Own (with mortgage),11.0,Salaried-Government,1,0.0,82.6,0,627,208,2,2,672.0,0.098,0.0,0,0,3,Yes
LHB-2404958,47,Female,Single,0,Associate Degree,SC,Own (with mortgage),6.0,Salaried-Government,1,1.0,68.1,1,608,262,0,4,1075.0,0.189,0.568,0,0,2,Yes
LHB-2407429,53,Male,Married,3,Master's,NJ,Rent,6.0,Salaried-Government,1,5.0,119.6,1,588,279,0,2,1976.0,0.198,0.152,0,0,0,No
LHB-2403207,44,Male,Married,3,Master's,VA,Rent,6.0,Salaried-Government,1,0.0,103.5,1,608,226,3,1,2164.0,0.251,0.223,0,0,2,Yes
LHB-2407777,27,Female,Married,3,Bachelor's,MD,Live with Family,3.0,Salaried-Government,1,4.0,33.9,1,599,66,5,2,1514.0,0.536,0.377,0,0,3,No
LHB-2402537,21,Female,Divorced,0,Bachelor's,MS,Own (with mortgage),10.0,Salaried-Private,1,1.0,54.6,1,675,11,1,4,1555.0,0.342,0.316,0,0,2,Yes
LHB-2402856,39,Male,Single,1,High School,MD,Rent,12.0,Salaried-Private,1,3.0,57.3,1,631,183,2,3,1882.0,0.394,0.5,0,0,8,No
LHB-2402873,18,Male,Divorced,1,Associate Degree,AL,Rent,1.0,Contract,1,1.0,22.2,0,643,5,0,0,53.0,0.029,0.0,0,0,0,No
LHB-2402937,57,Male,Married,3,High School,NC,Live with Family,8.0,Salaried-Private,1,8.0,85.9,1,539,357,1,2,976.0,0.136,0.197,0,0,0,Yes
LHB-2406147,32,Male,Single,0,Bachelor's,KY,Own (with mortgage),5.0,Salaried-Private,1,9.0,66.1,1,665,113,0,2,566.0,0.103,0.0,0,0,1,Yes
LHB-2402125,42,Female,Divorced,4,Associate Degree,GA,Own (outright),11.0,Salaried-Private,1,2.0,54.8,1,607,206,3,1,1206.0,0.264,0.626,0,0,2,No
LHB-2403303,52,Female,Single,0,Bachelor's,MS,Own (with mortgage),10.0,Unemployed,0,0.0,12.0,1,607,300,5,2,1597.0,0.852,0.243,0,0,0,No
LHB-2406008,38,Female,Married,0,Bachelor's,WY,Own (outright),3.0,Self-Employed,1,2.0,87.5,0,616,175,0,3,1342.0,0.184,0.403,0,0,3,Yes
LHB-2400387,46,Female,Single,0,Doctorate,VA,Own (outright),9.0,Salaried-Private,1,4.0,84.0,0,697,201,1,3,1665.0,0.238,0.289,0,0,1,Yes
LHB-2405293,69,Female,Single,0,Master's,TN,Rent,9.0,Self-Employed,1,0.0,121.6,0,742,466,1,5,2078.0,0.205,0.0,0,0,2,Yes
LHB-2400459,40,Male,Single,1,Associate Degree,NC,Rent,4.0,Salaried-Private,1,7.0,32.7,1,711,197,0,1,389.0,0.143,0.382,0,0,0,Yes
LHB-2403076,40,Male,Single,0,Master's,KY,Own (with mortgage),7.0,Salaried-Government,1,9.0,96.9,1,688,191,1,1,1770.0,0.219,0.324,0,0,4,Yes
LHB-2400433,18,Male,Single,0,Master's,MS,Rent,3.0,Salaried-Private,1,0.0,47.6,1,387,1,1,4,772.0,0.195,0.187,1,0,3,No
LHB-2405562,45,Male,Married,0,Bachelor's,TX,Rent,7.0,Salaried-Private,1,3.0,92.4,1,676,233,0,3,729.0,0.095,0.321,0,0,1,Yes
LHB-2400056,37,Male,Married,3,Bachelor's,SC,Rent,4.0,Salaried-Private,1,5.0,73.0,1,572,161,3,1,2423.0,0.398,0.241,0,0,0,No
LHB-2403530,59,Male,Married,2,Bachelor's,KY,Own (with mortgage),18.0,Salaried-Government,1,1.0,81.5,1,620,361,0,3,1599.0,0.235,0.376,0,0,1,Yes
LHB-2406667,50,Male,Married,2,Bachelor's,MI,Own (with mortgage),11.0,Unemployed,0,0.0,12.0,1,662,307,2,1,1209.0,0.852,0.444,0,0,1,No
LHB-2403742,19,Others,Single,0,Bachelor's,SC,Rent,3.0,Student,0,0.0,19.3,1,635,0,0,3,389.0,0.242,0.189,0,0,2,No
